,Make,Aircraft.Category,Number.of.Engines,Engine.Type,Injury.Severity
62902,Cessna,Airplane,2.0,Reciprocating,Fatal(5)
62908,Johnson,Airplane,1.0,Reciprocating,Non-Fatal
62909,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
62912,Piper,Airplane,2.0,Reciprocating,Incident
62913,Piper,Airplane,2.0,Reciprocating,Non-Fatal
62918,Boeing,Airplane,2.0,Turbo Fan,Non-Fatal
62920,Piper,Airplane,1.0,Reciprocating,Non-Fatal
62927,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62932,Rodgers,Airplane,1.0,Reciprocating,Non-Fatal
62933,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62934,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62935,Boeing,Airplane,1.0,Reciprocating,Non-Fatal
62940,Britten-norman,Airplane,2.0,Reciprocating,Non-Fatal
62941,Piper,Airplane,1.0,Reciprocating,Non-Fatal
62942,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62943,Piper,Airplane,1.0,Reciprocating,Non-Fatal
62944,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62947,Grumman,Airplane,1.0,Turbo Prop,Non-Fatal
62948,Air Tractor,Airplane,1.0,Reciprocating,Non-Fatal
62949,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62950,Cirrus Design Corp.,Airplane,1.0,Reciprocating,Incident
62954,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62955,Chrapczynski,Airplane,1.0,Reciprocating,Non-Fatal
62959,Piper,Airplane,1.0,Reciprocating,Non-Fatal
62963,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62964,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62965,Phantom Sport Airplane,Airplane,1.0,Reciprocating,Non-Fatal
62966,Dta Sari,Airplane,1.0,Reciprocating,Non-Fatal
62968,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62971,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
62977,Piper,Airplane,1.0,Reciprocating,Non-Fatal
62979,Bush Caddy Usa,Airplane,1.0,Reciprocating,Non-Fatal
62980,Schweizer,Airplane,1.0,Turbo Prop,Non-Fatal
62989,Found Aircraft Canada Inc,Airplane,1.0,Reciprocating,Non-Fatal
62995,Hamilton,Airplane,1.0,Reciprocating,Non-Fatal
62996,Ryan,Airplane,1.0,Reciprocating,Non-Fatal
63004,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63005,Gulfstream-schweizer,Airplane,1.0,Turbo Prop,Non-Fatal
63006,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
63008,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63009,Airbus,Airplane,2.0,Turbo Fan,Incident
63011,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63012,Artic Aircraft Corp.,Airplane,1.0,Reciprocating,Non-Fatal
63016,Horton,Airplane,1.0,Reciprocating,Non-Fatal
63017,Marcellus,Airplane,1.0,Reciprocating,Non-Fatal
63018,Flight Design,Airplane,1.0,Reciprocating,Non-Fatal
63022,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
63026,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63028,Beech,Airplane,1.0,Reciprocating,Fatal(1)
63030,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63031,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63033,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63034,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63035,Evektor Aerotechnic,Airplane,1.0,Reciprocating,Non-Fatal
63036,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
63040,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63041,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63047,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63048,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63051,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63056,Engineering & Research,Airplane,1.0,Reciprocating,Non-Fatal
63057,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63059,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63060,Found Aircraft Canada Inc,Airplane,1.0,Reciprocating,Non-Fatal
63065,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63066,Netz,Airplane,1.0,Reciprocating,Non-Fatal
63067,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63068,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63083,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63084,Beech,Airplane,2.0,Reciprocating,Non-Fatal
63085,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63092,Grumman American,Airplane,1.0,Reciprocating,Non-Fatal
63093,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63094,Mellema,Airplane,1.0,Reciprocating,Non-Fatal
63098,Buttles,Airplane,1.0,Reciprocating,Non-Fatal
63101,Piper,Airplane,2.0,Reciprocating,Non-Fatal
63104,"Six Chutter, Inc.",Airplane,1.0,Reciprocating,Non-Fatal
63105,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63107,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
63108,Beech,Airplane,2.0,Turbo Prop,Fatal(5)
63109,Grumman,Airplane,1.0,Reciprocating,Non-Fatal
63110,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63111,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63113,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
63115,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63117,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
63118,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63119,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
63120,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63122,Maule,Airplane,1.0,Reciprocating,Non-Fatal
63123,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63126,Snow,Airplane,1.0,Reciprocating,Non-Fatal
63127,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
63128,Eagle Aircraft Co.,Airplane,1.0,Reciprocating,Non-Fatal
63134,Golden Eagle,Airplane,1.0,Reciprocating,Non-Fatal
63135,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63136,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63137,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63142,Cirrus Design Corp.,Airplane,1.0,Reciprocating,Non-Fatal
63143,Mapes,Airplane,1.0,Reciprocating,Non-Fatal
63144,Stout Gordon,Airplane,1.0,Reciprocating,Non-Fatal
63148,Aviat Inc,Airplane,1.0,Reciprocating,Non-Fatal
63151,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63152,Quicksilver Manufacturing,Airplane,1.0,Reciprocating,Non-Fatal
63154,Ackert,Airplane,1.0,Reciprocating,Non-Fatal
63156,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
63157,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
63158,Falcon Safety Craft Inc,Airplane,1.0,Reciprocating,Non-Fatal
63160,Learjet,Airplane,2.0,Turbo Fan,Incident
63163,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63164,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63169,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63170,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63171,Aviat,Airplane,1.0,Reciprocating,Non-Fatal
63173,Waco Classic Aircraft Corp,Airplane,1.0,Reciprocating,Non-Fatal
63174,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63175,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63177,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63180,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63182,Piper,Airplane,1.0,Reciprocating,Incident
63184,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63185,Beech,Airplane,2.0,Reciprocating,Non-Fatal
63186,Interplane,Airplane,1.0,Reciprocating,Non-Fatal
63194,De Havilland,Airplane,1.0,Reciprocating,Fatal(5)
63195,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
63196,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63199,Maule,Airplane,1.0,Reciprocating,Non-Fatal
63200,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63205,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63207,Christen Industries,Airplane,1.0,Reciprocating,Non-Fatal
63208,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63209,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63210,Niva,Airplane,1.0,Reciprocating,Fatal(2)
63211,Liberty Aerospace Inc.,Airplane,1.0,Reciprocating,Non-Fatal
63214,Eaa Biplane,Airplane,1.0,Reciprocating,Non-Fatal
63215,Vans Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
63216,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63220,"Weaver, David A",Airplane,1.0,Reciprocating,Non-Fatal
63221,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63225,Mitsubishi,Airplane,2.0,Turbo Prop,Non-Fatal
63226,Air Tractor,Airplane,1.0,Reciprocating,Non-Fatal
63227,Learjet Inc,Airplane,2.0,Turbo Fan,Non-Fatal
63228,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63230,Raytheon Co,Airplane,1.0,Reciprocating,Incident
63234,Socata,Airplane,1.0,Reciprocating,Fatal(2)
63236,Nunn,Airplane,1.0,Reciprocating,Incident
63238,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63239,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63242,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63243,Mcnicholas,Airplane,1.0,Reciprocating,Non-Fatal
63245,Piper,Airplane,1.0,Reciprocating,Fatal(1)
63248,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63249,Curtiss-wright,Airplane,1.0,Reciprocating,Non-Fatal
63250,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63251,Nicely,Airplane,1.0,Reciprocating,Non-Fatal
63252,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63254,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
63255,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63257,Beech,Airplane,2.0,Reciprocating,Non-Fatal
63264,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
63265,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63267,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63268,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63270,Navion,Airplane,1.0,Reciprocating,Non-Fatal
63271,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63274,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
63277,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63278,Mooney,Airplane,,Reciprocating,Non-Fatal
63279,Ercoupe (eng & Research Corp.),Airplane,1.0,Reciprocating,Non-Fatal
63280,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63283,Ebersole,Airplane,1.0,Reciprocating,Fatal(1)
63284,Anthony J. Bencivenga,Airplane,1.0,Reciprocating,Non-Fatal
63286,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63287,Boeing,Airplane,1.0,Reciprocating,Non-Fatal
63288,Kitfox,Airplane,1.0,Reciprocating,Non-Fatal
63290,Beech,Airplane,1.0,Reciprocating,Fatal(5)
63292,Ayres,Airplane,1.0,Reciprocating,Non-Fatal
63298,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63299,Trinidad,Airplane,1.0,Reciprocating,Non-Fatal
63302,Maule,Airplane,1.0,Reciprocating,Non-Fatal
63303,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
63306,Piper,Airplane,2.0,Reciprocating,Non-Fatal
63307,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
63309,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63310,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
63312,Yakovlev,Airplane,1.0,Reciprocating,Fatal(2)
63315,Bellanca,Airplane,1.0,Reciprocating,Fatal(1)
63317,American Air Racing,Airplane,1.0,Reciprocating,Non-Fatal
63320,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63323,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
63324,Jones,Airplane,1.0,Reciprocating,Non-Fatal
63325,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63326,Piper,Airplane,2.0,Reciprocating,Non-Fatal
63327,Furey,Airplane,1.0,Reciprocating,Non-Fatal
63328,Piper/cub Crafters,Airplane,1.0,Reciprocating,Non-Fatal
63329,Piper,Airplane,1.0,Reciprocating,Fatal(3)
63332,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63333,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63334,"Ekornaas, Fred",Airplane,1.0,Reciprocating,Non-Fatal
63339,Beech,Airplane,2.0,Reciprocating,Non-Fatal
63341,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63342,Stinson,Airplane,1.0,Reciprocating,Non-Fatal
63343,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63347,Mooney,Airplane,1.0,Reciprocating,Incident
63348,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63349,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63352,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63354,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
63356,Lancair,Airplane,1.0,Reciprocating,Non-Fatal
63359,Grumman American,Airplane,1.0,Reciprocating,Fatal(1)
63360,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63365,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
63367,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63371,Maule,Airplane,1.0,Reciprocating,Non-Fatal
63372,Boeing Stearman,Airplane,1.0,Reciprocating,Non-Fatal
63373,"Rans, Inc.",Airplane,1.0,Reciprocating,Non-Fatal
63376,Aviat,Airplane,1.0,Reciprocating,Non-Fatal
63377,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63378,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63379,Hasch,Airplane,1.0,Reciprocating,Non-Fatal
63382,Piper,Airplane,1.0,Reciprocating,Fatal(1)
63385,Israel Aircraft Industries,Airplane,2.0,Turbo Fan,Non-Fatal
63387,Skykits,Airplane,1.0,Reciprocating,Non-Fatal
63389,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63394,Beech,Airplane,2.0,Turbo Prop,Non-Fatal
63395,Bellanca,Airplane,1.0,Reciprocating,Fatal(1)
63397,Monocoupe,Airplane,,Reciprocating,Fatal(1)
63399,Grenier,Airplane,1.0,Reciprocating,Non-Fatal
63400,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63401,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63402,Vans,Airplane,1.0,Reciprocating,Non-Fatal
63403,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
63411,Root,Airplane,1.0,Reciprocating,Non-Fatal
63412,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63413,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63414,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63416,Ortiz G/saint J,Airplane,1.0,,Non-Fatal
63419,Jeffrey Wilson,Airplane,1.0,Reciprocating,Non-Fatal
63420,Cessna,Airplane,2.0,Reciprocating,Non-Fatal
63421,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63422,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63423,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63430,Temco,Airplane,1.0,Reciprocating,Fatal(1)
63431,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63434,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63435,Beech,Airplane,2.0,Reciprocating,Non-Fatal
63436,North American,Airplane,1.0,Reciprocating,Fatal(1)
63438,Grumman,Airplane,1.0,Reciprocating,Fatal(1)
63439,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63440,North American,Airplane,1.0,Reciprocating,Non-Fatal
63441,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
63442,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63446,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63449,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63450,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63451,Langley,Airplane,1.0,Reciprocating,Non-Fatal
63452,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
63455,Fly By Sea Co,Airplane,1.0,Turbo Prop,Non-Fatal
63456,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63461,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63462,Piper,Airplane,2.0,Reciprocating,Non-Fatal
63463,Mcdonnell Douglas,Airplane,2.0,Turbo Fan,Non-Fatal
63466,Everson,Airplane,1.0,Reciprocating,Non-Fatal
63468,Luscombe,Airplane,1.0,Reciprocating,Non-Fatal
63469,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63470,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63472,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63473,Grumman American,Airplane,1.0,Reciprocating,Non-Fatal
63474,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63476,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63478,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63479,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
63480,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63481,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63483,Aerotechnik,Airplane,1.0,Reciprocating,Non-Fatal
63487,Vans Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
63492,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63493,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63494,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63495,Lambert John G,Airplane,1.0,Reciprocating,Fatal(1)
63497,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63498,Indus,Airplane,1.0,Reciprocating,Non-Fatal
63499,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63500,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63501,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63502,Progressive Aerodyne,Airplane,1.0,Reciprocating,Non-Fatal
63505,Raytheon Aircraft Company,Airplane,2.0,Turbo Prop,Fatal(3)
63506,Cirrus Design,Airplane,1.0,Reciprocating,Non-Fatal
63507,Bellanca,Airplane,1.0,Reciprocating,Fatal(1)
63508,Piper,Airplane,1.0,Reciprocating,Fatal(1)
63509,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63510,Dusenberry,Airplane,1.0,Reciprocating,Non-Fatal
63512,Bellanca,Airplane,1.0,Reciprocating,Fatal(1)
63516,Cub Crafters,Airplane,1.0,Reciprocating,Non-Fatal
63517,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63518,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63522,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63523,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63524,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63525,Aviat,Airplane,1.0,Reciprocating,Non-Fatal
63526,Stinson,Airplane,1.0,Reciprocating,Non-Fatal
63527,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63528,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63530,De Havilland,Airplane,1.0,Reciprocating,Non-Fatal
63531,Rittal,Airplane,1.0,Reciprocating,Non-Fatal
63532,Beech,Airplane,2.0,Reciprocating,Fatal(1)
63534,Cessna,Airplane,1.0,Turbo Prop,Fatal(10)
63535,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
63537,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63540,Krueger,Airplane,1.0,Reciprocating,Non-Fatal
63547,Airbus Industrie,Airplane,2.0,Turbo Fan,Incident
63549,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63550,Slagle,Airplane,1.0,Reciprocating,Non-Fatal
63552,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63553,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
63559,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63561,Air Tractor,Airplane,1.0,Turbo Prop,Non-Fatal
63562,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63566,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63568,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63572,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63575,Welch,Airplane,1.0,Reciprocating,Non-Fatal
63576,Maule,Airplane,1.0,Reciprocating,Non-Fatal
63582,Poser,Airplane,1.0,Reciprocating,Non-Fatal
63584,Learjet,Airplane,2.0,Turbo Fan,Non-Fatal
63588,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63592,Ward Rc,Airplane,1.0,Reciprocating,Non-Fatal
63593,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63594,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63595,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63598,Blair,Airplane,1.0,Reciprocating,Non-Fatal
63599,Ryan,Airplane,1.0,Reciprocating,Non-Fatal
63600,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63601,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63602,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63603,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63606,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
63607,Airbus Industrie,Airplane,2.0,Turbo Jet,Incident
63610,Globe,Airplane,1.0,Reciprocating,Non-Fatal
63612,Beech,Airplane,,,Fatal(2)
63615,Taylorcraft,Airplane,1.0,Reciprocating,Non-Fatal
63616,Piper,Airplane,2.0,Reciprocating,Fatal(2)
63617,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63618,Grumman American,Airplane,1.0,Reciprocating,Non-Fatal
63622,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63623,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63625,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63626,Ploof Progressive Aerodyne's,Airplane,1.0,Reciprocating,Non-Fatal
63628,"Veltman, Robert",Airplane,1.0,Reciprocating,Non-Fatal
63630,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63631,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63633,Piper,Airplane,1.0,Reciprocating,Fatal(2)
63637,Piper,Airplane,1.0,Reciprocating,Fatal(2)
63642,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63645,Grumman American,Airplane,1.0,Reciprocating,Fatal(1)
63646,Boeing,Airplane,2.0,Turbo Fan,Incident
63649,Bagnall Harold E,Airplane,1.0,Reciprocating,Non-Fatal
63652,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63655,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63657,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63658,Dye,Airplane,1.0,Reciprocating,Non-Fatal
63661,Ayres,Airplane,1.0,Turbo Prop,Non-Fatal
63662,Mooney,Airplane,1.0,Reciprocating,Non-Fatal
63663,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63665,"Wrb Associates, Llc.",Airplane,1.0,Reciprocating,Fatal(1)
63666,Kelly,Airplane,1.0,Reciprocating,Fatal(1)
63667,Smith Miniplane,Airplane,1.0,Reciprocating,Non-Fatal
63669,Aeronca,Airplane,1.0,Reciprocating,Non-Fatal
63670,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63671,Daniel R. Lloyd,Airplane,1.0,Reciprocating,Fatal(1)
63674,Pipistrel,Airplane,1.0,Reciprocating,Non-Fatal
63675,Bellanca,Airplane,1.0,Reciprocating,Non-Fatal
63676,Cessna,Airplane,1.0,Reciprocating,Fatal(1)
63678,Piper,Airplane,2.0,Reciprocating,Non-Fatal
63679,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63680,"Gluff, Alan",Airplane,1.0,Reciprocating,Non-Fatal
63681,Blondin,Airplane,1.0,Reciprocating,Fatal(2)
63683,Vans Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
63685,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63686,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63689,Kaman,Airplane,,,Incident
63692,Beech,Airplane,2.0,Reciprocating,Non-Fatal
63693,Cessna,Airplane,1.0,Turbo Prop,Non-Fatal
63695,Cessna,Airplane,2.0,Reciprocating,Fatal(3)
63696,Beech,Airplane,2.0,Turbo Prop,Fatal(2)
63700,Beech,Airplane,1.0,Reciprocating,Non-Fatal
63701,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63702,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
63703,Scottish,Airplane,1.0,Reciprocating,Non-Fatal
63704,Air Tractor,Airplane,1.0,Turbo Shaft,Non-Fatal
63705,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63708,Piper,Airplane,2.0,Reciprocating,Fatal(3)
63709,Lockheed,Airplane,4.0,Turbo Prop,Incident
63711,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63712,Sea & Air Sales,Airplane,1.0,Reciprocating,Non-Fatal
63713,Piper,Airplane,2.0,Reciprocating,Non-Fatal
63718,Maule,Airplane,1.0,Reciprocating,Non-Fatal
63719,Gulfstream Aerospace,Airplane,2.0,Turbo Fan,Non-Fatal
63720,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63721,"Brand, Richard",Airplane,1.0,Reciprocating,Non-Fatal
63722,Piper,Airplane,2.0,Reciprocating,Non-Fatal
63723,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63724,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63725,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63729,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63732,American Champion (acac),Airplane,1.0,Reciprocating,Non-Fatal
63735,Piper,Airplane,1.0,Reciprocating,Fatal(3)
63738,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63742,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63743,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63744,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63746,Boeing,Airplane,2.0,Turbo Fan,Incident
63747,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63748,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63749,Ayres,Airplane,1.0,Turbo Prop,Non-Fatal
63753,Mooney,Airplane,1.0,Reciprocating,Fatal(1)
63757,Cirrus Design Corp,Airplane,1.0,Reciprocating,Fatal(1)
63758,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63764,Piper,Airplane,1.0,Reciprocating,Non-Fatal
63766,Diamond Aircraft Industries,Airplane,1.0,Reciprocating,Non-Fatal
63768,Lake,Airplane,1.0,Reciprocating,Non-Fatal
63770,Cirrus Design Corp.,Airplane,1.0,Reciprocating,Fatal(4)
63771,Cessna,Airplane,2.0,Reciprocating,Fatal(1)
63772,Cessna,Airplane,1.0,Reciprocating,Non-Fatal
63774,"Godwin, David P",Airplane,1.0,Reciprocating,Non-Fatal
63775,Herink H R/herink R W,Airplane,1.0,,Fatal(1)
63776,Cessna,Airplane,1.0,Reciprocating,Fatal(2)
63777,Vans Aircraft,Airplane,1.0,Reciprocating,Non-Fatal
